State,City Tier,Brand,Year of Manufacture,Owner Type,Seller Type,Fuel Type,Insurance Status,Price (INR),Registration Year,Avg Daily Distance (km),Engine Capacity (cc),Mileage (km/l),Efficiency score,Daily fuel consumption,Resale Price (INR),Resale score,Model,Depreciation
Uttar Pradesh,Tier 2,Hero,2021,Second,Individual,Hybrid,Active,"2,33,914.00 ",2021,63.85,484,71.99,0.15,0.89,"1,85,800.78 ",58479,HF Deluxe,48113.22
Uttar Pradesh,Tier 2,Honda,2017,Second,Dealer,Electric,Not Available,"2,41,438.00 ",2021,30.28,937,67.66,0.07,0.45,"1,77,605.95 ",30180,CBR 650R,63832.05
Madhya Pradesh,Tier 2,Bajaj,2019,Second,Individual,Petrol,Expired,"3,09,871.00 ",2021,38.33,700,34.67,0.05,1.11,"2,23,324.22 ",51646,Avenger 220,86546.78
Uttar Pradesh,Tier 2,Kawasaki,2017,Second,Dealer,Hybrid,Not Available,"3,53,184.00 ",2021,55.82,402,71.1,0.18,0.79,"2,02,437.15 ",44148,Ninja 400,150746.85
Karnataka,Tier 2,Bajaj,2017,Second,Individual,Electric,Expired,"65,228.00 ",2021,34.64,541,70.47,0.13,0.49,"45,355.55 ",8154,Pulsar 150,19872.45
Karnataka,Tier 2,Bajaj,2021,Second,Dealer,Petrol,Not Available,"3,15,743.00 ",2021,12.91,635,25.63,0.04,0.5,"1,52,961.29 ",78936,Platina 110,162781.71
Tamil Nadu,Tier 2,Bajaj,2019,Second,Individual,Hybrid,Active,"2,42,276.00 ",2021,36.13,183,89.49,0.49,0.4,"1,60,085.84 ",40380,Pulsar 150,82190.16
Madhya Pradesh,Tier 2,Honda,2019,Second,Dealer,Hybrid,Not Available,"2,45,597.00 ",2021,60.74,980,75.67,0.08,0.8,"1,92,945.89 ",40933,Unicorn,52651.11
Maharashtra,Tier 2,Bajaj,2015,Second,Individual,Petrol,Active,"3,62,434.00 ",2021,51.02,899,53.82,0.06,0.95,"2,13,475.05 ",36244,Avenger 220,148958.95
West Bengal,Tier 2,Hero,2021,Second,Individual,Petrol,Expired,"2,09,927.00 ",2021,77.93,467,59.7,0.13,1.31,"1,27,936.91 ",52482,Xtreme 160R,81990.09
Madhya Pradesh,Tier 2,Honda,2019,Second,Dealer,Electric,Not Available,"3,50,363.00 ",2021,19.67,223,83.55,0.37,0.24,"2,22,190.79 ",58394,CBR 650R,128172.21
Maharashtra,Tier 2,Bajaj,2021,Second,Individual,Petrol,Expired,"1,01,183.00 ",2021,33.9,913,43.15,0.05,0.79,"72,778.95 ",25296,Platina 110,28404.05
Maharashtra,Tier 2,Honda,2015,Second,Dealer,Petrol,Not Available,"1,07,033.00 ",2021,57.54,219,50.11,0.23,1.15,"55,130.36 ",10704,Unicorn,51902.64
Delhi,Tier 2,KTM,2019,Second,Dealer,Electric,Not Available,"92,084.00 ",2021,71.87,775,61.86,0.08,1.16,"46,963.83 ",15348,Duke 200,45120.17
Madhya Pradesh,Tier 2,Kawasaki,2019,Second,Individual,Electric,Expired,"1,76,472.00 ",2021,45.8,136,72.41,0.53,0.63,"1,23,564.19 ",29412,Versys 650,52907.81
Punjab,Tier 2,Royal Enfield,2017,Second,Dealer,Petrol,Not Available,"2,94,460.00 ",2021,67.54,148,58.79,0.4,1.15,"1,18,853.27 ",36808,Meteor 350,175606.73
Maharashtra,Tier 2,Royal Enfield,2018,Second,Dealer,Hybrid,Not Available,"92,777.00 ",2021,77.3,266,61.25,0.23,1.26,"39,075.60 ",13254,Classic 350,53701.4
Tamil Nadu,Tier 2,Bajaj,2019,Second,Dealer,Hybrid,Expired,"3,65,753.00 ",2021,15.95,464,61.67,0.13,0.26,"2,34,018.34 ",60959,Dominar 400,131734.66
Delhi,Tier 2,Royal Enfield,2015,Second,Individual,Petrol,Expired,"1,30,379.00 ",2021,32.11,277,43.04,0.16,0.75,"78,396.65 ",13038,Classic 350,51982.35
Uttar Pradesh,Tier 2,Kawasaki,2016,Second,Individual,Petrol,Expired,"3,11,445.00 ",2021,76.52,176,55.86,0.32,1.37,"2,12,109.24 ",34605,Versys 650,99335.76
Punjab,Tier 2,Royal Enfield,2019,Second,Dealer,Electric,Not Available,"2,72,711.00 ",2021,61.13,506,72.99,0.14,0.84,"1,42,595.33 ",45452,Meteor 350,130115.67
Gujarat,Tier 2,KTM,2021,Second,Individual,Electric,Active,"2,06,336.00 ",2021,59.94,282,64.75,0.23,0.93,"97,573.19 ",51584,RC 390,108762.81
Rajasthan,Tier 2,TVS,2017,Second,Individual,Electric,Active,"57,393.00 ",2021,7.22,301,76.78,0.26,0.09,"23,870.33 ",7175,Sport,33522.67
Gujarat,Tier 2,Kawasaki,2017,Second,Individual,Hybrid,Active,"3,13,045.00 ",2021,36.72,732,78.87,0.11,0.47,"1,71,588.51 ",39131,Versys 650,141456.49
Gujarat,Tier 2,Royal Enfield,2018,Second,Individual,Petrol,Expired,"77,234.00 ",2021,71.65,100,50.24,0.5,1.43,"42,684.10 ",11034,Interceptor 650,34549.9
Tamil Nadu,Tier 2,Honda,2021,Second,Dealer,Hybrid,Expired,"3,65,635.00 ",2021,18.65,272,70.31,0.26,0.27,"2,06,288.40 ",91409,Shine,159346.6
Maharashtra,Tier 2,Hero,2018,Second,Dealer,Petrol,Not Available,"3,23,210.00 ",2021,26.15,637,42.33,0.07,0.62,"2,31,486.34 ",46173,Xtreme 160R,91723.66
Rajasthan,Tier 2,Kawasaki,2021,Second,Individual,Petrol,Active,"52,995.00 ",2021,77.3,718,45.43,0.06,1.7,"25,302.59 ",13249,Ninja 300,27692.41
Maharashtra,Tier 2,Bajaj,2020,Second,Individual,Hybrid,Not Available,"80,570.00 ",2021,16.29,997,85.69,0.09,0.19,"37,623.13 ",16114,Pulsar 150,42946.87
Karnataka,Tier 2,TVS,2021,Second,Individual,Electric,Not Available,"1,29,948.00 ",2021,46.98,485,74.33,0.15,0.63,"58,647.19 ",32487,NTorq 125,71300.81
Uttar Pradesh,Tier 2,Yamaha,2015,Second,Individual,Petrol,Active,"3,68,101.00 ",2021,62.56,371,47.21,0.13,1.33,"2,04,876.57 ",36811,Ray ZR,163224.43
Tamil Nadu,Tier 2,Royal Enfield,2021,Second,Dealer,Petrol,Active,"1,46,907.00 ",2021,42.88,185,27.65,0.15,1.55,"68,324.84 ",36727,Classic 350,78582.16
Gujarat,Tier 2,Yamaha,2020,Second,Individual,Electric,Active,"1,16,927.00 ",2021,16.49,559,99.89,0.18,0.17,"85,717.29 ",23386,Ray ZR,31209.71
Madhya Pradesh,Tier 2,Kawasaki,2019,Second,Dealer,Hybrid,Active,"93,124.00 ",2021,77.67,410,66.09,0.16,1.18,"64,584.84 ",15521,Ninja 400,28539.16
Delhi,Tier 2,Honda,2017,Second,Dealer,Electric,Not Available,"1,23,763.00 ",2021,63.52,846,97.4,0.12,0.65,"97,547.24 ",15471,Unicorn,26215.76
Gujarat,Tier 2,Bajaj,2021,Second,Dealer,Hybrid,Not Available,"3,94,683.00 ",2021,15.23,466,78.09,0.17,0.2,"1,97,028.09 ",98671,Avenger 220,197654.91
Maharashtra,Tier 2,TVS,2019,Second,Dealer,Hybrid,Active,"2,43,872.00 ",2021,28,354,92.99,0.26,0.3,"1,36,128.80 ",40646,Ronin,107743.2
Karnataka,Tier 2,Kawasaki,2016,Second,Individual,Petrol,Active,"3,77,274.00 ",2021,27.39,840,39.55,0.05,0.69,"2,55,079.79 ",41920,Versys 650,122194.21
Gujarat,Tier 2,Yamaha,2018,Second,Individual,Electric,Not Available,"53,797.00 ",2021,25.69,135,92.07,0.68,0.28,"37,618.82 ",7686,FZ V3,16178.18
Uttar Pradesh,Tier 2,Royal Enfield,2017,Second,Individual,Electric,Not Available,"2,09,522.00 ",2021,30.49,387,73.11,0.19,0.42,"1,09,305.63 ",26191,Himalayan,100216.37
Uttar Pradesh,Tier 2,Royal Enfield,2016,Second,Individual,Electric,Expired,"3,16,877.00 ",2021,16.84,650,62.91,0.1,0.27,"1,71,273.23 ",35209,Hunter 350,145603.77
West Bengal,Tier 2,Royal Enfield,2016,Second,Dealer,Hybrid,Active,"1,35,300.00 ",2021,51.99,480,81.11,0.17,0.64,"76,442.46 ",15034,Hunter 350,58857.54
Delhi,Tier 2,Royal Enfield,2021,Second,Dealer,Electric,Active,"3,59,011.00 ",2021,74.52,872,81.63,0.09,0.91,"2,67,947.71 ",89753,Classic 350,91063.29
Rajasthan,Tier 2,Honda,2019,Second,Dealer,Petrol,Not Available,"3,75,933.00 ",2021,11.02,628,53.86,0.09,0.2,"2,16,315.83 ",62656,Unicorn,159617.17
Rajasthan,Tier 2,Royal Enfield,2020,Second,Dealer,Petrol,Not Available,"2,61,628.00 ",2021,59.89,830,54.36,0.07,1.1,"1,72,684.71 ",52326,Interceptor 650,88943.29
Tamil Nadu,Tier 2,Honda,2021,Second,Individual,Hybrid,Expired,"2,63,070.00 ",2021,9.67,489,77.63,0.16,0.12,"1,15,377.03 ",65768,Activa,147692.97
West Bengal,Tier 2,Bajaj,2021,Second,Individual,Electric,Expired,"3,89,187.00 ",2021,54.4,553,69.61,0.13,0.78,"2,93,224.02 ",97297,CT 100,95962.98
Punjab,Tier 2,KTM,2021,Second,Individual,Hybrid,Not Available,"1,11,237.00 ",2021,37.41,769,65.42,0.09,0.57,"48,325.95 ",27810,390 Adventure,62911.05
Madhya Pradesh,Tier 2,Honda,2016,Second,Individual,Hybrid,Active,"3,67,124.00 ",2021,77.89,322,85.84,0.27,0.91,"2,06,527.68 ",40792,Activa,160596.32
Gujarat,Tier 2,Honda,2016,Second,Individual,Hybrid,Not Available,"3,56,899.00 ",2021,38.28,225,67.62,0.3,0.57,"2,67,645.48 ",39656,Unicorn,89253.52
Delhi,Tier 2,Honda,2017,Second,Individual,Petrol,Expired,"3,90,787.00 ",2021,5.78,751,59.23,0.08,0.1,"1,81,480.25 ",48849,Activa,209306.75
Karnataka,Tier 2,TVS,2019,Second,Individual,Electric,Expired,"2,40,806.00 ",2021,78.25,764,91.34,0.12,0.86,"1,79,303.44 ",40135,Jupiter,61502.56
West Bengal,Tier 2,Royal Enfield,2015,Second,Individual,Hybrid,Not Available,"66,371.00 ",2021,69.39,524,73.95,0.14,0.94,"34,671.10 ",6638,Interceptor 650,31699.9
Karnataka,Tier 2,Kawasaki,2015,Second,Dealer,Electric,Not Available,"2,97,335.00 ",2020,78.02,835,64.72,0.08,1.21,"1,28,081.71 ",29734,Z650,169253.29
Madhya Pradesh,Tier 2,KTM,2020,Third,Individual,Electric,Active,"3,56,130.00 ",2020,71.65,272,84.67,0.31,0.85,"2,33,134.59 ",71226,390 Adventure,122995.41
Gujarat,Tier 2,Hero,2018,Third,Individual,Petrol,Expired,"1,39,577.00 ",2020,72.36,225,35.75,0.16,2.02,"76,341.38 ",19940,HF Deluxe,63235.62
Gujarat,Tier 2,KTM,2018,Second,Dealer,Hybrid,Not Available,"2,24,150.00 ",2020,25.57,759,67.48,0.09,0.38,"1,33,998.39 ",32022,390 Adventure,90151.61
West Bengal,Tier 2,Yamaha,2020,Second,Individual,Petrol,Active,"2,39,514.00 ",2020,54.45,642,39.64,0.06,1.37,"1,00,321.32 ",47903,Fascino 125,139192.68
West Bengal,Tier 2,Kawasaki,2016,Third,Individual,Electric,Not Available,"1,73,241.00 ",2020,16.55,343,86.77,0.25,0.19,"80,310.59 ",19249,Versys 650,92930.41
Gujarat,Tier 2,Honda,2017,Second,Dealer,Petrol,Active,"71,213.00 ",2020,56.5,615,54.97,0.09,1.03,"48,477.42 ",8902,Dio,22735.58
West Bengal,Tier 2,Yamaha,2018,Third,Individual,Hybrid,Active,"3,79,058.00 ",2020,48.08,909,63.92,0.07,0.75,"1,64,920.38 ",54152,Ray ZR,214137.62
Maharashtra,Tier 2,Bajaj,2020,Second,Dealer,Petrol,Not Available,"1,75,556.00 ",2020,50.94,722,47.41,0.07,1.07,"1,14,103.03 ",35112,Platina 110,61452.97
Madhya Pradesh,Tier 2,Royal Enfield,2020,Third,Dealer,Electric,Active,"58,272.00 ",2020,38.79,673,70.69,0.1,0.55,"42,370.84 ",11655,Classic 350,15901.16
Delhi,Tier 2,TVS,2019,Second,Individual,Hybrid,Active,"3,78,165.00 ",2020,9.85,239,68.21,0.29,0.14,"2,63,270.53 ",63028,Apache RTR 160,114894.47
Punjab,Tier 2,KTM,2020,Third,Individual,Hybrid,Expired,"3,74,406.00 ",2020,47.28,424,87.39,0.21,0.54,"2,38,524.92 ",74882,250 Duke,135881.08
Delhi,Tier 2,Hero,2015,Third,Individual,Hybrid,Not Available,"69,999.00 ",2020,6.32,230,93.33,0.41,0.07,"43,557.92 ",7000,HF Deluxe,26441.08
Uttar Pradesh,Tier 2,KTM,2020,Second,Individual,Petrol,Expired,"1,60,635.00 ",2020,48.52,617,38.22,0.06,1.27,"76,904.85 ",32127,RC 390,83730.15
Maharashtra,Tier 2,KTM,2016,Second,Individual,Electric,Expired,"1,90,861.00 ",2020,44.19,741,77.86,0.11,0.57,"95,015.04 ",21207,RC 390,95845.96
Rajasthan,Tier 2,Hero,2018,Second,Individual,Petrol,Not Available,"3,39,885.00 ",2020,31.55,398,45.96,0.12,0.69,"2,68,774.56 ",48555,Xtreme 160R,71110.44
West Bengal,Tier 2,TVS,2019,Third,Individual,Petrol,Active,"3,11,718.00 ",2020,64.38,689,29.73,0.04,2.17,"1,95,847.93 ",51953,Jupiter,115870.07
Rajasthan,Tier 2,Yamaha,2019,Third,Individual,Petrol,Not Available,"1,48,217.00 ",2020,41.67,342,48.15,0.14,0.87,"85,051.08 ",24703,Fascino 125,63165.92
Rajasthan,Tier 2,Royal Enfield,2018,Third,Dealer,Hybrid,Expired,"2,11,171.00 ",2020,10.71,853,61.71,0.07,0.17,"1,38,252.06 ",30168,Hunter 350,72918.94
Maharashtra,Tier 2,Royal Enfield,2019,Third,Dealer,Petrol,Not Available,"3,36,080.00 ",2020,65.47,342,28.98,0.08,2.26,"2,59,648.35 ",56014,Interceptor 650,76431.65
Maharashtra,Tier 2,Hero,2017,Third,Individual,Petrol,Active,"3,03,914.00 ",2020,9.76,228,56.27,0.25,0.17,"2,12,442.50 ",37990,Glamour,91471.5
Tamil Nadu,Tier 2,TVS,2016,Second,Dealer,Electric,Active,"2,39,379.00 ",2020,23.7,657,60.56,0.09,0.39,"1,55,009.68 ",26598,NTorq 125,84369.32
Rajasthan,Tier 2,Kawasaki,2017,Third,Individual,Petrol,Not Available,"3,64,482.00 ",2020,78.87,995,39.69,0.04,1.99,"2,70,010.53 ",45561,Versys 650,94471.47
Madhya Pradesh,Tier 2,Honda,2017,Third,Dealer,Electric,Active,"3,46,995.00 ",2020,7.95,397,64.94,0.16,0.12,"1,92,813.33 ",43375,Unicorn,154181.67
Maharashtra,Tier 2,KTM,2016,Second,Dealer,Petrol,Active,"73,436.00 ",2020,24.95,435,38.99,0.09,0.64,"55,755.22 ",8160,Duke 200,17680.78
Tamil Nadu,Tier 2,Honda,2018,Second,Dealer,Petrol,Expired,"3,32,586.00 ",2020,52.89,143,50.34,0.35,1.05,"2,57,728.16 ",47513,CBR 650R,74857.84
Karnataka,Tier 2,Hero,2015,Third,Individual,Electric,Not Available,"3,02,405.00 ",2020,55.26,768,65.47,0.09,0.84,"1,50,175.91 ",30241,Passion Pro,152229.09
Punjab,Tier 2,Honda,2019,Third,Individual,Electric,Expired,"1,10,468.00 ",2020,72.33,438,60.85,0.14,1.19,"58,872.84 ",18412,Activa,51595.16
Uttar Pradesh,Tier 2,Yamaha,2019,Third,Dealer,Petrol,Active,"1,43,190.00 ",2020,48.84,708,55.54,0.08,0.88,"61,259.24 ",23865,R15 V4,81930.76
Uttar Pradesh,Tier 2,TVS,2020,Third,Dealer,Hybrid,Expired,"1,65,265.00 ",2020,23.12,387,68.08,0.18,0.34,"72,913.48 ",33053,Ronin,92351.52
Madhya Pradesh,Tier 2,Yamaha,2020,Second,Dealer,Petrol,Not Available,"89,895.00 ",2020,31.42,144,35.58,0.25,0.88,"54,735.30 ",17979,FZ V3,35159.7
Punjab,Tier 2,Yamaha,2020,Third,Dealer,Hybrid,Not Available,"2,33,418.00 ",2020,28.69,353,91.91,0.26,0.31,"1,28,749.95 ",46684,Ray ZR,104668.05
Karnataka,Tier 2,TVS,2015,Third,Dealer,Electric,Expired,"2,74,677.00 ",2020,44.49,958,69.05,0.07,0.64,"2,08,207.19 ",27468,Apache RTR 160,66469.81
Delhi,Tier 2,Bajaj,2015,Third,Individual,Electric,Active,"2,77,285.00 ",2020,9.37,151,83.41,0.55,0.11,"1,34,703.07 ",27729,Avenger 220,142581.93
Madhya Pradesh,Tier 2,Yamaha,2016,Third,Dealer,Petrol,Expired,"2,36,062.00 ",2020,43.64,614,43.09,0.07,1.01,"1,87,222.42 ",26230,Ray ZR,48839.58
Delhi,Tier 2,Bajaj,2018,Third,Individual,Electric,Expired,"3,02,655.00 ",2020,76.45,941,96.69,0.1,0.79,"2,02,656.29 ",43237,Dominar 400,99998.71
Uttar Pradesh,Tier 2,Honda,2017,Third,Individual,Petrol,Expired,"2,92,530.00 ",2020,71.75,686,57.85,0.08,1.24,"2,14,277.95 ",36567,Dio,78252.05
West Bengal,Tier 2,Hero,2019,Third,Individual,Electric,Expired,"3,91,177.00 ",2020,40.48,157,88.84,0.57,0.46,"2,24,343.73 ",65197,Splendor Plus,166833.27
Gujarat,Tier 2,Royal Enfield,2016,Second,Dealer,Hybrid,Active,"67,129.00 ",2020,64.45,784,65.83,0.08,0.98,"32,910.79 ",7459,Himalayan,34218.21
Tamil Nadu,Tier 2,Honda,2020,Third,Individual,Petrol,Not Available,"77,193.00 ",2020,41.34,706,49.13,0.07,0.84,"45,802.57 ",15439,Dio,31390.43
Punjab,Tier 2,Yamaha,2020,Second,Individual,Hybrid,Not Available,"2,38,302.00 ",2020,32.2,510,96.35,0.19,0.33,"1,01,004.51 ",47661,Ray ZR,137297.49
Gujarat,Tier 2,TVS,2020,Second,Individual,Electric,Expired,"3,79,357.00 ",2020,19.36,620,93.59,0.15,0.21,"2,81,382.56 ",75872,Apache RTR 160,97974.44
Delhi,Tier 2,Bajaj,2016,Second,Individual,Petrol,Not Available,"1,90,374.00 ",2020,68.46,458,40.87,0.09,1.68,"79,728.96 ",21153,Dominar 400,110645.04
Rajasthan,Tier 2,Royal Enfield,2016,Third,Individual,Electric,Not Available,"1,87,100.00 ",2020,45.99,394,96.9,0.25,0.47,"1,34,276.29 ",20789,Interceptor 650,52823.71
Uttar Pradesh,Tier 2,Royal Enfield,2019,Third,Dealer,Hybrid,Not Available,"3,55,573.00 ",2020,9.43,438,66.87,0.15,0.14,"2,25,750.48 ",59263,Hunter 350,129822.52
Madhya Pradesh,Tier 2,Royal Enfield,2019,Second,Individual,Hybrid,Active,"1,15,502.00 ",2020,76.89,422,82.78,0.2,0.93,"80,959.08 ",19251,Classic 350,34542.92
Punjab,Tier 2,TVS,2019,Second,Individual,Petrol,Not Available,"2,40,827.00 ",2020,32.43,375,41.26,0.11,0.79,"1,91,424.46 ",40138,Sport,49402.54
Karnataka,Tier 2,Honda,2020,Second,Dealer,Electric,Active,"1,50,779.00 ",2020,12.82,797,64.17,0.08,0.2,"1,08,620.08 ",30156,Dio,42158.92
West Bengal,Tier 2,TVS,2017,Second,Individual,Electric,Expired,"1,53,696.00 ",2020,27.79,811,81.38,0.1,0.34,"84,847.45 ",19212,Apache RTR 160,68848.55
Uttar Pradesh,Tier 2,Kawasaki,2018,Second,Dealer,Hybrid,Not Available,"1,38,256.00 ",2020,65.13,208,71.16,0.34,0.92,"1,03,746.16 ",19751,Z650,34509.84
Delhi,Tier 2,Royal Enfield,2015,Second,Individual,Hybrid,Expired,"3,21,423.00 ",2020,47.66,147,66.54,0.45,0.72,"1,66,847.34 ",32143,Interceptor 650,154575.66
Uttar Pradesh,Tier 2,TVS,2020,Third,Dealer,Petrol,Active,"2,06,355.00 ",2020,72.04,386,39.8,0.1,1.81,"1,02,877.33 ",41271,Apache RTR 160,103477.67
Karnataka,Tier 2,KTM,2018,Second,Individual,Hybrid,Expired,"1,47,161.00 ",2020,79.86,744,83.03,0.11,0.96,"81,264.02 ",21023,390 Adventure,65896.98
Punjab,Tier 2,KTM,2015,Third,Dealer,Petrol,Active,"2,24,360.00 ",2020,67.18,352,56.47,0.16,1.19,"93,293.63 ",22436,125 Duke,131066.37
Punjab,Tier 2,KTM,2015,Second,Individual,Electric,Not Available,"3,47,056.00 ",2020,65.22,842,81.57,0.1,0.8,"2,07,271.46 ",34706,390 Adventure,139784.54
Karnataka,Tier 2,Hero,2018,Third,Dealer,Electric,Expired,"2,08,729.00 ",2020,30.16,303,67.81,0.22,0.44,"86,283.00 ",29819,HF Deluxe,122446
Tamil Nadu,Tier 2,KTM,2020,Third,Individual,Petrol,Expired,"3,97,899.00 ",2020,50.06,801,38.54,0.05,1.3,"2,80,520.36 ",79580,RC 390,117378.64
West Bengal,Tier 2,Honda,2018,Second,Individual,Petrol,Active,"2,24,640.00 ",2020,30.37,965,47.19,0.05,0.64,"1,31,696.62 ",32092,Unicorn,92943.38
Punjab,Tier 2,Honda,2016,Second,Individual,Hybrid,Expired,"2,23,867.00 ",2020,22.97,372,82.65,0.22,0.28,"1,33,162.66 ",24875,Dio,90704.34
West Bengal,Tier 2,Hero,2020,Second,Individual,Petrol,Not Available,"3,13,294.00 ",2020,77.39,283,52.38,0.19,1.48,"1,62,413.64 ",62659,HF Deluxe,150880.36
Gujarat,Tier 2,Royal Enfield,2020,Third,Dealer,Hybrid,Active,"1,69,458.00 ",2020,59.35,783,99.21,0.13,0.6,"1,28,539.49 ",33892,Interceptor 650,40918.51
Delhi,Tier 2,Royal Enfield,2018,Second,Individual,Hybrid,Expired,"2,58,372.00 ",2020,41.55,500,82.84,0.17,0.5,"1,79,378.84 ",36911,Meteor 350,78993.16
Rajasthan,Tier 2,Bajaj,2018,Second,Dealer,Electric,Not Available,"2,17,730.00 ",2020,32.67,355,64.13,0.18,0.51,"1,69,760.46 ",31105,Dominar 400,47969.54
Madhya Pradesh,Tier 2,Yamaha,2017,Third,Dealer,Electric,Expired,"1,00,389.00 ",2020,67.98,199,76.33,0.38,0.89,"76,726.83 ",12549,MT-15,23662.17
Karnataka,Tier 2,TVS,2020,Second,Individual,Petrol,Expired,"3,81,413.00 ",2020,30.64,673,56.88,0.08,0.54,"1,93,013.83 ",76283,Apache RTR 160,188399.17
Tamil Nadu,Tier 2,Bajaj,2020,Second,Dealer,Electric,Expired,"3,90,965.00 ",2020,45.22,776,82.29,0.11,0.55,"2,61,384.81 ",78193,Platina 110,129580.19
Karnataka,Tier 2,Hero,2016,Third,Dealer,Electric,Active,"3,40,793.00 ",2020,64.09,210,63.35,0.3,1.01,"2,15,870.42 ",37866,Splendor Plus,124922.58
Gujarat,Tier 2,Kawasaki,2019,Third,Dealer,Petrol,Expired,"1,71,002.00 ",2020,32.02,490,53.41,0.11,0.6,"94,360.30 ",28501,Vulcan S,76641.7
Rajasthan,Tier 2,Bajaj,2019,Third,Individual,Electric,Expired,"2,52,341.00 ",2020,45.08,908,68.02,0.07,0.66,"1,26,270.37 ",42057,Pulsar 150,126070.63
Punjab,Tier 2,Yamaha,2015,Second,Individual,Hybrid,Not Available,"3,57,234.00 ",2020,39.53,273,72.49,0.27,0.55,"2,56,669.80 ",35724,FZ V3,100564.2
Punjab,Tier 2,Kawasaki,2020,Third,Individual,Petrol,Active,"3,81,901.00 ",2020,33.2,903,38.62,0.04,0.86,"2,75,038.53 ",76381,Versys 650,106862.47
Rajasthan,Tier 2,Yamaha,2017,Third,Individual,Petrol,Active,"2,70,473.00 ",2020,10.04,107,59.08,0.55,0.17,"1,88,526.89 ",33810,R15 V4,81946.11
Tamil Nadu,Tier 2,Hero,2020,Third,Individual,Petrol,Expired,"3,09,753.00 ",2020,37.72,109,25.52,0.23,1.48,"1,47,153.05 ",61951,Splendor Plus,162599.95
Uttar Pradesh,Tier 2,KTM,2019,Third,Individual,Petrol,Active,"1,06,970.00 ",2020,61.17,645,51.26,0.08,1.19,"44,477.88 ",17829,390 Adventure,62492.12
Tamil Nadu,Tier 2,Bajaj,2020,Third,Dealer,Electric,Expired,"3,23,592.00 ",2020,13.16,269,84.65,0.31,0.16,"2,02,197.30 ",64719,Platina 110,121394.7
West Bengal,Tier 2,Kawasaki,2016,Second,Dealer,Electric,Active,"2,21,373.00 ",2020,21.02,221,64.55,0.29,0.33,"1,12,845.27 ",24597,Vulcan S,108527.73
Rajasthan,Tier 2,TVS,2016,Second,Individual,Petrol,Expired,"1,75,508.00 ",2020,27.26,159,33.79,0.21,0.81,"1,01,806.55 ",19501,Jupiter,73701.45
Delhi,Tier 2,KTM,2018,Third,Individual,Hybrid,Active,"1,93,985.00 ",2020,50.93,486,85.88,0.18,0.59,"1,18,504.09 ",27713,Duke 200,75480.91
West Bengal,Tier 2,Kawasaki,2020,Second,Individual,Petrol,Not Available,"3,04,619.00 ",2020,72.42,472,54.74,0.12,1.32,"1,84,937.19 ",60924,Ninja 300,119681.81
Uttar Pradesh,Tier 2,Bajaj,2020,Third,Dealer,Petrol,Expired,"3,97,234.00 ",2020,58.81,898,53.48,0.06,1.1,"1,72,038.97 ",79447,Platina 110,225195.03
Gujarat,Tier 2,Kawasaki,2020,Third,Dealer,Petrol,Expired,"78,134.00 ",2020,30.13,861,33.26,0.04,0.91,"35,784.69 ",15627,Ninja 400,42349.31
Karnataka,Tier 2,Royal Enfield,2017,Third,Individual,Hybrid,Expired,"80,987.00 ",2020,42.87,675,96.69,0.14,0.44,"53,697.22 ",10124,Interceptor 650,27289.78
Karnataka,Tier 2,TVS,2020,Second,Dealer,Petrol,Expired,"1,19,570.00 ",2020,48.58,980,27.43,0.03,1.77,"82,506.96 ",23914,Ronin,37063.04
Karnataka,Tier 2,Honda,2020,Second,Individual,Hybrid,Active,"3,27,650.00 ",2020,32.8,599,64.37,0.11,0.51,"2,44,462.02 ",65530,Shine,83187.98
Karnataka,Tier 2,Kawasaki,2020,Second,Individual,Hybrid,Active,"3,40,498.00 ",2020,58.07,420,74.4,0.18,0.78,"1,86,398.64 ",68100,Z650,154099.36
Punjab,Tier 2,Kawasaki,2020,Second,Individual,Petrol,Active,"1,26,542.00 ",2020,29.48,762,45.29,0.06,0.65,"89,267.31 ",25309,Ninja 400,37274.69
Maharashtra,Tier 2,TVS,2019,Third,Individual,Hybrid,Not Available,"2,05,288.00 ",2020,36.57,512,68,0.13,0.54,"1,01,972.67 ",34215,Sport,103315.33
Madhya Pradesh,Tier 2,Yamaha,2017,Second,Dealer,Hybrid,Not Available,"2,06,942.00 ",2020,44.06,966,65.47,0.07,0.67,"1,30,873.30 ",25868,Ray ZR,76068.7
Rajasthan,Tier 2,Honda,2016,Third,Individual,Petrol,Expired,"2,30,294.00 ",2020,76.21,258,49.04,0.19,1.55,"1,02,445.24 ",25589,CBR 650R,127848.76
Gujarat,Tier 2,Kawasaki,2016,Second,Dealer,Petrol,Not Available,"2,49,448.00 ",2020,71.54,699,26.67,0.04,2.68,"1,30,250.08 ",27717,Ninja 400,119197.92
Punjab,Tier 2,Kawasaki,2020,Second,Dealer,Hybrid,Expired,"3,41,385.00 ",2020,38.55,433,72.78,0.17,0.53,"1,86,880.30 ",68277,Vulcan S,154504.7
Uttar Pradesh,Tier 2,Honda,2016,Second,Individual,Electric,Expired,"2,71,051.00 ",2020,40.03,164,93.35,0.57,0.43,"1,74,092.69 ",30117,Unicorn,96958.31
Karnataka,Tier 2,KTM,2020,Second,Individual,Hybrid,Expired,"2,64,801.00 ",2020,5.08,254,94.18,0.37,0.05,"1,68,897.27 ",52961,Duke 200,95903.73
